category,name,price,description,veg_nonveg,spice_level
Garlic Breads & More,Veg Parcel,₹49,Snacky bites! Pizza rolls with paneer & creamy harissa sauce,Veg,Normal
Garlic Breads & More,Chicken Parcel,₹59,Snacky bites! Pizza rolls with chicken sausage & creamy harissa sauce,Non-Veg,Normal
Garlic Breads & More,Burger Pizza - Classic Veg,₹125,"Oven-baked buns with cheese, tomato & capsicum in creamy mayo",Veg,Normal
Garlic Breads & More,Burger Pizza - Premium Veg,₹155,"Oven-baked buns with cheese, paneer, tomato, capsicum & red paprika in creamy mayo",Veg,Normal
Garlic Breads & More,Burger Pizza - Classic Non Veg,₹169,"Oven-baked buns with cheese, peri-peri chicken, tomato & capsicum in creamy mayo",Non-Veg,Normal
Garlic Breads & More,Tomato Ketchup,₹1.90,Goodness of Tomato Ketchup in mini sachets,Veg,Normal
Garlic Breads & More,Taco Mexicana Veg (Single),₹79,Truly irresistible! Crispy taco with veg patty & creamy harissa sauce,Veg,Normal
Desserts,Choco Lava Cake Gift Hamper,₹325,"Dive into the ultimate dessert experience with our Lavalicious Combo that’s Made to Share. 
*We don't include a spoon or napkin to support sustainability",Veg,Normal
Desserts,Red Velvet Lava Cake,₹149,A truly indulgent experience with sweet and rich red velvet cake on a creamy cheese flavoured base to give a burst of flavour in every bite!,Veg,Normal
Desserts,Choco Lava Cake,₹109,"Chocolate lovers delight! Indulgent, gooey molten lava inside chocolate cake",Veg,Normal
Desserts,Butterscotch Mousse Cake,₹103.81,Sweet temptation! Butterscotch flavored mousse,Veg,Normal
Drinks (Beverages),Coca Cola 475ml,₹66.66,Sparkling and Refreshing Beverage,Veg,Normal
Drinks (Beverages),Sprite 475ml,₹66.66,Refreshing clear drink with a natural lemon flavour,Veg,Normal
Drinks (Beverages),Fanta 475ml,₹66.66,Delicious Orange Flavoured Beverage,Veg,Normal
Drinks (Beverages),Coca Cola Zero Sugar 330ml,₹66.66,"Maximum Taste, Zero Sugar",Veg,Normal
Drinks (Beverages),Nagpur Orange,₹71.43,Enjoy Oranges from Nagpur with the goodness of Fiber,Veg,Normal
Drinks (Beverages),B Natural Alphonsos from Ratnagiri (300 ml),₹71.43,Alphonsos only from Ratnagiri with the Goodness of Fiber,Veg,Normal
Drinks (Beverages),B Natural Mixed Fruit from Himalayas (300 ml),₹71.43,Premium fruits from Himalayas with the Goodness of Fiber,Veg,Normal
Drinks (Beverages),Aquavess Water (500ml),₹28.58,Packaged Drinking Water,Veg,Normal
Pizza & More,Margherita Pizza Regular,₹109,Classic delight with 100% real mozzarella cheese.,Veg,Normal
Pizza & More,Classic Pizza Mania,₹49,A classic pizza topped with sprinkle of basil and parsley herbs,Veg,Normal
