category,name,price,description,veg_nonveg,spice_level
Exclusive Deals (Save upto 40%),"2 Crunchy Veg Taco+Fries(M),",₹299,"Qty: 324 Gms | Kcal: 1004.7 | Carbs 0 Gms | Sugar: 128.2 Gms | Fat: 56 Gms | Saturated fat: 34.6 Gms | Protein: 13.1 Gms | Sodium: 1708 Mg 
Contains: Gluten, Soybean , Milk",Veg,Normal
Exclusive Deals (Save upto 40%),Crispy Chicken + Med Fries.,₹218,Crispy Chicken patty burger with fries on the side.,Non-Veg,Normal
Exclusive Deals (Save upto 40%),Crispy Veg Double Patty Burger+Veg Crunchy Taco.,₹189,,Veg,Normal
Exclusive Deals (Save upto 40%),Extra Crunchy Veg Whopper Deluxe(Reg. Size Bun) + Pizza Puff.,₹214,"New Whopper Deluxe in premium glazed bun (regular size). 7 layers of taste: Extra Crunchy Veg patty, fresh onion, crispy lettuce, juicy tomatoes (seasonal) tangy gherkins, creamy & smoky sauces + Pizza Puff",Veg,Normal
Exclusive Deals (Save upto 40%),Chicken Makhani Burst Burger+Fries(Reg)+Peri Peri Sachet.,₹227.57,,Non-Veg,Normal
Exclusive Deals (Save upto 40%),1Crispy Veg Double Patty + 1Med Fries.,₹218,Double up the crispy veg patty burger in our best selling burger with fries on the side,Veg,Normal
Exclusive Deals (Save upto 40%),Crispy Chicken Burger+Peri Peri Fries(Reg).,₹217.57,,Non-Veg,Normal
Exclusive Deals (Save upto 40%),BK Veggie Burger+Veg Makhani Burst Burger.,₹219,,Veg,Normal
Exclusive Deals (Save upto 40%),BK Veggie Burger + BK Veg Pizza Puff.,₹204,BK Veggie Burger + Pizza Puff,Veg,Normal
Exclusive Deals (Save upto 40%),"2 Extra Crunchy Veg Whopper Deluxe(Reg. Size Bun),",₹298,"2 New Whopper Deluxe in premium glazed bun (regular size). 7 layers of taste: Extra Crunchy Veg patty, fresh onion, crispy lettuce, juicy tomatoes (seasonal) tangy gherkins, creamy & smoky sauces.",Veg,Normal
Exclusive Deals (Save upto 40%),"Crispy Chicken Double Patty Burger+Crunchy Chicken Taco,",₹258,"Qty: 317 Gms | Kcal: 797.1 | Carbs 77.50 Gms | Sugar: 13.05 Gms | Fat: 44.31 Gms | Saturated fat: 15.86 Gms | Protein: 22.48 Gms | Sodium: 1412.94 Mg 
Contains: Gluten, Soybean , Milk , Sesame seeds",Non-Veg,Normal
Exclusive Deals (Save upto 40%),"3 Veg Makhani Burst Burger,",₹240,,Veg,Normal
Exclusive Deals (Save upto 40%),"Crispy Chicken Burger + BK Chicken Burger,",₹248,,Non-Veg,Normal
Exclusive Deals (Save upto 40%),"2 Crunchy Chicken Taco,",₹238,,Non-Veg,Normal
Exclusive Deals (Save upto 40%),"2 Veg Crunchy Tacos+Crispy Veg Burger,",₹250,,Veg,Normal
Exclusive Deals (Save upto 40%),"Extra Crunchy Veg Whopper Deluxe(Reg. Size Bun) +Crunchy Veg Taco,",₹239,"New Whopper Deluxe in premium glazed bun (regular size). 7 layers of taste: Extra Crunchy Veg patty, fresh onion, crispy lettuce, juicy tomatoes (seasonal) tangy gherkins, creamy & smoky sauces + Crunchy Veg Taco",Veg,Normal
Exclusive Deals (Save upto 40%),"Chocolate Thick Shake + Crispy Veg Burger,",₹259,"MRP. 259 | Save Rs. 90, Chocolate Thick Shake + Crispy Veg Burger",Veg,Normal
Exclusive Deals (Save upto 40%),"BK Chicken+Crunchy Chicken Nuggets(4pcs),",₹258,"Qty: 234 Gms | Kcal: 583.7 | Carbs 53.3 Gms | Sugar: 7.5 Gms | Fat: 28.7 Gms | Saturated fat: 11 Gms | Protein: 27.9 Gms | Sodium: 289.8 Mg 
Contains: Gluten, Soybean , Milk , Sesame seeds",Non-Veg,Normal
Exclusive Deals (Save upto 40%),"Crispy Veg Burger+Classic Cold Coffee,",₹269,"Qty: 487 Gms | Kcal: 577.2 | Carbs 77.6 Gms | Sugar: 15.4 Gms | Fat: 22.3 Gms | Saturated fat: 25.8 Gms | Protein: 15.4 Gms | Sodium: 938.2 Mg 
Contains: Gluten, Soybean , Milk , Sesame seeds",Veg,Normal
Kings Collection ( Premium Burgers ),Hot 'N' Cheesy Burger.,₹299,"Chilli Creamy Patty, Spicy Sauce, in premium Brioche buns.",Veg,Spicy
Kings Collection ( Premium Burgers ),Chicken Tandoori Burger.,₹299,"Flame Grilled Tandoori Chicken, Veg Khurchan in premium Brioche buns.",Non-Veg,Normal
Kings Collection ( Premium Burgers ),Hot 'N' Cheesy Burger+BK Veggie Burger.,₹348,,Veg,Normal
Kings Collection ( Premium Burgers ),Paneer Royale Wrap+BK Veggie Burger.,₹368,,Veg,Normal
Kings Collection ( Premium Burgers ),Chicken Tandoori Burger+BK Chicken Burger.,₹358,,Non-Veg,Normal
Kings Collection ( Premium Burgers ),Crunchy Chicken Wrap+BK Chicken Burger.,₹458,,Non-Veg,Normal
Kings Collection ( Premium Burgers ),Chicken Wings Fried(4pcs)+Chicken Wings Grilled (2pcs).,₹278,,Non-Veg,Normal
Kings Collection ( Premium Burgers ),Original Whopper Veg(XL size Bun)+Chocolate Thick Shake.,₹378,,Veg,Normal
Kings Collection ( Premium Burgers ),Original Whopper Chicken(XL size Bun)+Fries(M).,₹328,,Non-Veg,Normal
Kings Collection ( Premium Burgers ),Original Whopper Veg(XL size Bun) Meal(Reg).,₹374,,Veg,Normal
Kings Collection ( Premium Burgers ),Hot 'N' Cheesy Burger+Fries(M).,₹328,,Veg,Normal
Kings Collection ( Premium Burgers ),Original Whopper Veg(XL size Bun)+BK Veggie Burger.,₹328,,Veg,Normal
Kings Collection ( Premium Burgers ),Original Whopper Veg(XL size Bun)+Peri Peri Fries(M).,₹333,,Veg,Normal
Kings Collection ( Premium Burgers ),Chicken Tandoori Burger+Fries(Reg).,₹299,,Non-Veg,Normal
Kings Collection ( Premium Burgers ),Hot 'N' Cheesy Burger+Peri Peri Fries(M).,₹353,,Veg,Normal
Kings Collection ( Premium Burgers ),Original Whopper Chicken(XL size Bun)+4pcs Crunchy Chicken Nuggets.,₹318,,Non-Veg,Normal
Party Specials (Save upto 37%),2 Crispy Chicken Burger + 4Pc Fried Wings + 2 Coca Cola,₹359,Save Rs 160 | 2Crispy Chicken Burger + 4Pc Fried Wings + 2 Coca Cola,Non-Veg,Normal
Party Specials (Save upto 37%),11Pc Boneless Wings,₹329,Save Rs 108 | 11pcs Boneless Bites,Non-Veg,Normal
Desserts,Choco Lava Cup,₹109,"Melty Chocolate Filled In Cupcake 
Qty: 80 Gms| Kcal: 349 | Carbs 44.4 Gms| Sugar: 16.9 Gms| Fat: 4.9 Gms| Saturated fat: 27.4 Gms| Protein: 3.6 Gms| Sodium: 112 Mg 
Contains: Gluten, Soybean, Milk",Veg,Normal
Desserts,Chocolate Mousse Cup,₹119,"Airy And Creamy Chocolate Mousse Topped With Chocolate Ganache And Choco Chips 
Qty: 80 Gms| Kcal: 200 | Carbs 35 Gms| Sugar: 25 Gms| Fat: 5.7 Gms| Saturated fat: 4.4 Gms| Protein: 2.2 Gms| Sodium: 67 Mg 
Contains: Soybean, Milk",Veg,Normal
Soft Drinks,Coca Cola Medium,₹95,Cola. Kcal: 190.1 | Carbs 52 Gms| Sugar: 52 Gms| Fat: 0 Gms| Saturated fat: 0 Gms| Protein: 0 Gms| Sodium: 38,Veg,Normal
Soft Drinks,Medium Thums Up,₹95,,Veg,Normal
Soft Drinks,Fanta Medium,₹95,,Veg,Normal
Soft Drinks,Sprite Medium,₹95,,Veg,Normal
